Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes,Election Day,AV Counting Boards,Early Voting
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 1",Write-in,Democrat,1,0,1,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 2",Abdul El-Sayed,Democrat,192,87,89,16
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 2",Mallory McMorrow,Democrat,15,2,13,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 2",Haley Stevens,Democrat,190,65,120,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 1",Abdul El-Sayed,Democrat,70,65,0,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 1",Mallory McMorrow,Democrat,5,5,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 1",Haley Stevens,Democrat,109,105,0,4
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 2",Abdul El-Sayed,Democrat,67,65,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 2",Mallory McMorrow,Democrat,8,8,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 2",Haley Stevens,Democrat,94,93,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lee Township, Precinct 2",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lincoln Township, Precinct 1",Abdul El-Sayed,Democrat,118,113,0,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lincoln Township, Precinct 1",Mallory McMorrow,Democrat,20,20,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lincoln Township, Precinct 1",Haley Stevens,Democrat,198,186,0,12
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Lincoln Township, Precinct 1",Write-in,Democrat,1,1,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Midland Township, Precinct 1",Abdul El-Sayed,Democrat,120,116,0,4
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Midland Township, Precinct 1",Mallory McMorrow,Democrat,16,16,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Midland Township, Precinct 1",Haley Stevens,Democrat,119,117,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mills Township, Precinct 1",Abdul El-Sayed,Democrat,72,67,0,5
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mills Township, Precinct 1",Mallory McMorrow,Democrat,8,8,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mills Township, Precinct 1",Haley Stevens,Democrat,123,117,0,6
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Abdul El-Sayed,Democrat,89,77,0,12
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Mallory McMorrow,Democrat,20,20,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Haley Stevens,Democrat,102,96,0,6
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Porter Township, Precinct 1",Abdul El-Sayed,Democrat,24,22,0,2
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Porter Township, Precinct 1",Mallory McMorrow,Democrat,12,12,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Porter Township, Precinct 1",Haley Stevens,Democrat,79,79,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Porter Township, Precinct 1",Write-in,Democrat,0,0,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Warren Township, Precinct 1",Abdul El-Sayed,Democrat,42,41,0,1
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Warren Township, Precinct 1",Mallory McMorrow,Democrat,2,2,0,0
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Warren Township, Precinct 1",Haley Stevens,Democrat,117,113,0,4
United States Senator (DEM),01000000-5ca2-fec1-a636-08dedc55e1d8,"Warren Township, Precinct 1",Write-in,Democrat,1,1,0,0
"Delegate to County Convention for Edenville Township, Precinct 1 (REP)",01000000-5ca2-fec1-d4ca-08dedc55e1d8,"Edenville Township, Precinct 1",Melissa J. Anderson,Republican,172,172,0,0
"Delegate to County Convention for Edenville Township, Precinct 1 (REP)",01000000-5ca2-fec1-d4ca-08dedc55e1d8,"Edenville Township, Precinct 1",Kimberly Gaskell,Republican,181,181,0,0
"Delegate to County Convention for Edenville Township, Precinct 1 (REP)",01000000-5ca2-fec1-d4ca-08dedc55e1d8,"Edenville Township, Precinct 1",Terrance A. Hall Jr.,Republican,189,188,0,1
"Delegate to County Convention for Edenville Township, Precinct 1 (REP)",01000000-5ca2-fec1-d4ca-08dedc55e1d8,"Edenville Township, Precinct 1",Jeanette M. Snyder,Republican,206,206,0,0
"Delegate to County Convention for Edenville Township, Precinct 1 (REP)",01000000-5ca2-fec1-d4ca-08dedc55e1d8,"Edenville Township, Precinct 1",Write-in,Republican,2,2,0,0
"Delegate to County Convention for Mt. Haley Township, Precinct 1 (REP)",01000000-5ca2-fec1-e2a6-08dedc55e1d8,"Mt. Haley Township, Precinct 1",John Blackson,Republican,156,153,0,3
"Delegate to County Convention for Mt. Haley Township, Precinct 1 (REP)",01000000-5ca2-fec1-e2a6-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Marcia Blackson,Republican,127,126,0,1
"Delegate to County Convention for Mt. Haley Township, Precinct 1 (REP)",01000000-5ca2-fec1-e2a6-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Republican,0,0,0,0
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Robin Chritz,Republican,124,53,69,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Robert Davis,Republican,130,59,69,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Jeff Hert,Republican,128,53,73,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Kim Holzhauer,Republican,143,66,75,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Dennis Quehl,Republican,125,52,71,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Mary Quehl,Republican,117,47,68,2
"Delegate to County Convention for City of Midland, Ward 1, Precinct 2 (Midland) (REP)",01000000-5ca2-fec1-c9e3-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Republican,2,2,0,0
Township Treasurer Partial Term Ending 11/20/2028 for Midland Township (DEM),01000000-5ca2-fec1-ad40-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Democrat,30,30,0,0
"Delegate to County Convention for Mills Township, Precinct 1 (DEM)",01000000-5ca2-fec1-be61-08dedc55e1d8,"Mills Township, Precinct 1",Write-in,Democrat,27,26,0,1
"Delegate to County Convention for Mt. Haley Township, Precinct 1 (DEM)",01000000-5ca2-fec1-beb5-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Connie H. Glave,Democrat,174,159,0,15
"Delegate to County Convention for Mt. Haley Township, Precinct 1 (DEM)",01000000-5ca2-fec1-beb5-08dedc55e1d8,"Mt. Haley Township, Precinct 1",Write-in,Democrat,2,2,0,0
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Kari Atkinson,Republican,232,85,131,16
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",J. Dee Brooks,Republican,280,106,154,20
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Todd M. Gambrell,Republican,267,101,147,19
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Jon Lauderbach,Republican,279,108,156,15
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Cathy Leikhim,Republican,225,82,126,17
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Dennis G. Starner,Republican,219,79,122,18
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Doreen F. Starner,Republican,213,74,121,18
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Christian Velasquez,Republican,279,108,146,25
"Delegate to County Convention for City of Midland, Ward 3, Precinct 6 (REP)",01000000-5ca2-fec1-cf05-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Republican,2,2,0,0
Freeland Community School District Operating Millage Renewal Proposal,01000000-5ca2-fec1-e7d5-08dedc55e1d8,"Ingersoll Township, Precinct 2",Yes,,1,1,0,0
Freeland Community School District Operating Millage Renewal Proposal,01000000-5ca2-fec1-e7d5-08dedc55e1d8,"Ingersoll Township, Precinct 2",No,,0,0,0,0
"Delegate to County Convention for Homer Township, Precinct 3 (REP)",01000000-5ca2-fec1-d831-08dedc55e1d8,"Homer Township, Precinct 3",Mark C. Campbell,Republican,82,80,0,2
"Delegate to County Convention for Homer Township, Precinct 3 (REP)",01000000-5ca2-fec1-d831-08dedc55e1d8,"Homer Township, Precinct 3",John A. Pruiett,Republican,85,81,0,4
"Delegate to County Convention for Homer Township, Precinct 3 (REP)",01000000-5ca2-fec1-d831-08dedc55e1d8,"Homer Township, Precinct 3",Angela Wojda-Stamas,Republican,106,103,0,3
"Delegate to County Convention for Homer Township, Precinct 3 (REP)",01000000-5ca2-fec1-d831-08dedc55e1d8,"Homer Township, Precinct 3",Dawn M. Woods,Republican,92,90,0,2
"Delegate to County Convention for Homer Township, Precinct 3 (REP)",01000000-5ca2-fec1-d831-08dedc55e1d8,"Homer Township, Precinct 3",Write-in,Republican,9,9,0,0
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Mark C. Bone,Republican,329,196,119,14
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Garett E. Curtis,Republican,225,137,79,9
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Atea Duso-Curtis,Republican,198,116,73,9
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Linda Horbal,Republican,252,141,101,10
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Michael Love,Republican,259,152,95,12
"Delegate to County Convention for Larkin Township, Precinct 2 (REP)",01000000-5ca2-fec1-df74-08dedc55e1d8,"Larkin Township, Precinct 2",Write-in,Republican,8,5,3,0
Township Supervisor Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c446-08dedc55e1d8,"Midland Township, Precinct 1",Mark Radosa,Republican,242,236,0,6
Township Supervisor Partial Term Ending 11/20/2028 for Midland Township (REP),01000000-5ca2-fec1-c446-08dedc55e1d8,"Midland Township, Precinct 1",Write-in,Republican,3,3,0,0
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Julie Carey,Republican,211,91,112,8
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Ron Daniel,Republican,187,75,105,7
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Roy C. Green,Republican,195,79,110,6
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",John F. Lynn,Republican,201,85,110,6
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Roxann E. Lynn,Republican,197,85,105,7
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Ashton Maloney,Republican,186,75,105,6
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Michael Maloney,Republican,186,75,105,6
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Bill Schuette,Republican,347,173,164,10
"Delegate to County Convention for City of Midland, Ward 3, Precinct 5 (REP)",01000000-5ca2-fec1-cd87-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Write-in,Republican,0,0,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Coleman, Precinct 1",AnnMarie Horseman,Democrat,64,63,0,1
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Coleman, Precinct 1",Gary VanBlaricum,Democrat,28,27,0,1
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Coleman, Precinct 1",Write-in,Democrat,0,0,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",AnnMarie Horseman,Democrat,427,139,274,14
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Gary VanBlaricum,Democrat,109,43,60,6
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 1",Write-in,Democrat,1,1,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",AnnMarie Horseman,Democrat,353,113,211,29
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Gary VanBlaricum,Democrat,71,30,38,3
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 1, Precinct 2",Write-in,Democrat,2,2,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",AnnMarie Horseman,Democrat,410,122,263,25
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Gary VanBlaricum,Democrat,96,23,69,4
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 3",Write-in,Democrat,1,1,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",AnnMarie Horseman,Democrat,633,200,395,38
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Gary VanBlaricum,Democrat,95,24,67,4
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 2, Precinct 4",Write-in,Democrat,3,3,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",AnnMarie Horseman,Democrat,426,136,264,26
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Gary VanBlaricum,Democrat,139,45,87,7
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 5",Write-in,Democrat,2,1,0,1
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",AnnMarie Horseman,Democrat,600,176,409,15
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Gary VanBlaricum,Democrat,94,24,67,3
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 3, Precinct 6",Write-in,Democrat,2,2,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",AnnMarie Horseman,Democrat,549,162,366,21
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Gary VanBlaricum,Democrat,147,42,99,6
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 7",Write-in,Democrat,1,1,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",AnnMarie Horseman,Democrat,603,175,399,29
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Gary VanBlaricum,Democrat,103,34,63,6
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 4, Precinct 8",Write-in,Democrat,3,3,0,0
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",AnnMarie Horseman,Democrat,580,177,383,20
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Gary VanBlaricum,Democrat,135,52,79,4
Representative in State Legislature 95th District (DEM),01000000-5ca2-fec1-a9b2-08dedc55e1d8,"City of Midland, Ward 5, Precinct 9",Write-in,Democrat,0,0,0,0
