Contest,Candidate,Party,Precinct,Votes
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,City of Mt. Pleasant Precinct 5,9
Rep in State Legislature 92nd District (REP),Gene Haymaker,,City of Mt. Pleasant Precinct 5,37
Rep in State Legislature 92nd District (REP),Jerry Neyer,,City of Mt. Pleasant Precinct 5,45
Rep in State Legislature 92nd District (REP),Todd Schorle,,City of Mt. Pleasant Precinct 5,30
Rep in State Legislature 92nd District (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 5,58
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,3
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Coe Township Precinct 1,14
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Coe Township Precinct 1,60
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Coe Township Precinct 1,91
Rep in State Legislature 92nd District (REP),Todd Schorle,,Coe Township Precinct 1,41
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Coe Township Precinct 1,55
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Coe Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Coe Township Precinct 2,7
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Coe Township Precinct 2,39
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Coe Township Precinct 2,77
Rep in State Legislature 92nd District (REP),Todd Schorle,,Coe Township Precinct 2,45
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Coe Township Precinct 2,35
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Coe Township Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Coldwater Township Precinct 1,13
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Coldwater Township Precinct 1,40
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Coldwater Township Precinct 1,37
Rep in State Legislature 92nd District (REP),Todd Schorle,,Coldwater Township Precinct 1,21
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Coldwater Township Precinct 1,17
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Coldwater Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Deerfield Township Precinct 1,18
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Deerfield Township Precinct 1,68
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Deerfield Township Precinct 1,106
Rep in State Legislature 92nd District (REP),Todd Schorle,,Deerfield Township Precinct 1,62
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Deerfield Township Precinct 1,63
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Deerfield Township Precinct 2,5
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Deerfield Township Precinct 2,46
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Deerfield Township Precinct 2,82
Rep in State Legislature 92nd District (REP),Todd Schorle,,Deerfield Township Precinct 2,41
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Deerfield Township Precinct 2,44
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Denver Township Precinct 1,5
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Denver Township Precinct 1,26
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Denver Township Precinct 1,34
Rep in State Legislature 92nd District (REP),Todd Schorle,,Denver Township Precinct 1,43
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Denver Township Precinct 1,33
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Denver Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Fremont Township Precinct 1,13
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Fremont Township Precinct 1,46
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Fremont Township Precinct 1,86
Rep in State Legislature 92nd District (REP),Todd Schorle,,Fremont Township Precinct 1,23
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Fremont Township Precinct 1,34
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Fremont Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Gilmore Township Precinct 1,10
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Gilmore Township Precinct 1,53
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Gilmore Township Precinct 1,75
Rep in State Legislature 92nd District (REP),Todd Schorle,,Gilmore Township Precinct 1,38
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Gilmore Township Precinct 1,62
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Gilmore Township Precinct 1,1
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Isabella Township Precinct 1,10
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Isabella Township Precinct 1,37
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Isabella Township Precinct 1,129
Rep in State Legislature 92nd District (REP),Todd Schorle,,Isabella Township Precinct 1,64
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Isabella Township Precinct 1,54
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Isabella Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Lincoln Township Precinct 1,8
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Lincoln Township Precinct 1,57
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Lincoln Township Precinct 1,138
Rep in State Legislature 92nd District (REP),Todd Schorle,,Lincoln Township Precinct 1,88
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Lincoln Township Precinct 1,53
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Lincoln Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Nottawa Township Precinct 1,15
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Nottawa Township Precinct 1,50
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Nottawa Township Precinct 1,169
Rep in State Legislature 92nd District (REP),Todd Schorle,,Nottawa Township Precinct 1,41
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Nottawa Township Precinct 1,88
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Nottawa Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Rolland Township Precinct 1,16
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Rolland Township Precinct 1,38
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Rolland Township Precinct 1,61
Rep in State Legislature 92nd District (REP),Todd Schorle,,Rolland Township Precinct 1,37
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Rolland Township Precinct 1,17
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Rolland Township Precinct 1,1
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Sherman Township Precinct 1,37
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Sherman Township Precinct 1,49
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Sherman Township Precinct 1,89
Rep in State Legislature 92nd District (REP),Todd Schorle,,Sherman Township Precinct 1,35
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Sherman Township Precinct 1,27
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Sherman Township Precinct 2,7
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Sherman Township Precinct 2,30
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Sherman Township Precinct 2,82
Rep in State Legislature 92nd District (REP),Todd Schorle,,Sherman Township Precinct 2,43
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Sherman Township Precinct 2,55
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Sherman Township Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Union Charter Township Precinct 1,7
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Union Charter Township Precinct 1,57
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Union Charter Township Precinct 1,110
Rep in State Legislature 92nd District (REP),Todd Schorle,,Union Charter Township Precinct 1,61
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Union Charter Township Precinct 1,102
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 1,1
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Union Charter Township Precinct 2,9
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Union Charter Township Precinct 2,73
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Union Charter Township Precinct 2,48
Rep in State Legislature 92nd District (REP),Todd Schorle,,Union Charter Township Precinct 2,49
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Union Charter Township Precinct 2,50
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Union Charter Township Precinct 3,14
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Union Charter Township Precinct 3,36
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Union Charter Township Precinct 3,79
Rep in State Legislature 92nd District (REP),Todd Schorle,,Union Charter Township Precinct 3,56
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Union Charter Township Precinct 3,63
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Vernon Township Precinct 1,8
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Vernon Township Precinct 1,38
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Vernon Township Precinct 1,85
Rep in State Legislature 92nd District (REP),Todd Schorle,,Vernon Township Precinct 1,40
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Vernon Township Precinct 1,47
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Vernon Township Precinct 1,0
Rep in State Legislature 92nd District (REP),Thomas Anderman,,Wise Township Precinct 1,6
Rep in State Legislature 92nd District (REP),Gene Haymaker,,Wise Township Precinct 1,38
Rep in State Legislature 92nd District (REP),Jerry Neyer,,Wise Township Precinct 1,76
Rep in State Legislature 92nd District (REP),Todd Schorle,,Wise Township Precinct 1,38
Rep in State Legislature 92nd District (REP),Erin Zimmer,,Wise Township Precinct 1,31
Rep in State Legislature 92nd District (REP),Write-In (WRITE-IN),,Wise Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Broomfield Township Precinct 1,219
County Road Commissioner (REP),Terry L. Turnwald,,Broomfield Township Precinct 1,161
County Road Commissioner (REP),Write-In (WRITE-IN),,Broomfield Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Chippewa Township Precinct 1,141
County Road Commissioner (REP),Terry L. Turnwald,,Chippewa Township Precinct 1,146
County Road Commissioner (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Chippewa Township Precinct 2,90
County Road Commissioner (REP),Terry L. Turnwald,,Chippewa Township Precinct 2,68
County Road Commissioner (REP),Write-In (WRITE-IN),,Chippewa Township Precinct 2,0
County Road Commissioner (REP),Bill Hauck,,City of Clare Precinct 1,6
County Road Commissioner (REP),Terry L. Turnwald,,City of Clare Precinct 1,1
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Clare Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,City of Mt. Pleasant Precinct 1,124
County Road Commissioner (REP),Terry L. Turnwald,,City of Mt. Pleasant Precinct 1,78
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,City of Mt. Pleasant Precinct 2,100
County Road Commissioner (REP),Terry L. Turnwald,,City of Mt. Pleasant Precinct 2,77
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,3
County Road Commissioner (REP),Bill Hauck,,City of Mt. Pleasant Precinct 3,251
County Road Commissioner (REP),Terry L. Turnwald,,City of Mt. Pleasant Precinct 3,168
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,2
County Road Commissioner (REP),Bill Hauck,,City of Mt. Pleasant Precinct 4,135
County Road Commissioner (REP),Terry L. Turnwald,,City of Mt. Pleasant Precinct 4,90
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,0
County Road Commissioner (REP),Bill Hauck,,City of Mt. Pleasant Precinct 5,133
County Road Commissioner (REP),Terry L. Turnwald,,City of Mt. Pleasant Precinct 5,87
County Road Commissioner (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,2
County Road Commissioner (REP),Bill Hauck,,Coe Township Precinct 1,159
County Road Commissioner (REP),Terry L. Turnwald,,Coe Township Precinct 1,164
County Road Commissioner (REP),Write-In (WRITE-IN),,Coe Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Coe Township Precinct 2,108
County Road Commissioner (REP),Terry L. Turnwald,,Coe Township Precinct 2,134
County Road Commissioner (REP),Write-In (WRITE-IN),,Coe Township Precinct 2,0
County Road Commissioner (REP),Bill Hauck,,Coldwater Township Precinct 1,92
County Road Commissioner (REP),Terry L. Turnwald,,Coldwater Township Precinct 1,45
County Road Commissioner (REP),Write-In (WRITE-IN),,Coldwater Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Deerfield Township Precinct 1,226
County Road Commissioner (REP),Terry L. Turnwald,,Deerfield Township Precinct 1,171
County Road Commissioner (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Deerfield Township Precinct 2,158
County Road Commissioner (REP),Terry L. Turnwald,,Deerfield Township Precinct 2,113
County Road Commissioner (REP),Write-In (WRITE-IN),,Deerfield Township Precinct 2,0
County Road Commissioner (REP),Bill Hauck,,Denver Township Precinct 1,89
County Road Commissioner (REP),Terry L. Turnwald,,Denver Township Precinct 1,49
County Road Commissioner (REP),Write-In (WRITE-IN),,Denver Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Fremont Township Precinct 1,128
County Road Commissioner (REP),Terry L. Turnwald,,Fremont Township Precinct 1,108
County Road Commissioner (REP),Write-In (WRITE-IN),,Fremont Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Gilmore Township Precinct 1,194
County Road Commissioner (REP),Terry L. Turnwald,,Gilmore Township Precinct 1,111
County Road Commissioner (REP),Write-In (WRITE-IN),,Gilmore Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Isabella Township Precinct 1,176
County Road Commissioner (REP),Terry L. Turnwald,,Isabella Township Precinct 1,130
County Road Commissioner (REP),Write-In (WRITE-IN),,Isabella Township Precinct 1,1
County Road Commissioner (REP),Bill Hauck,,Lincoln Township Precinct 1,219
County Road Commissioner (REP),Terry L. Turnwald,,Lincoln Township Precinct 1,212
County Road Commissioner (REP),Write-In (WRITE-IN),,Lincoln Township Precinct 1,2
County Road Commissioner (REP),Bill Hauck,,Nottawa Township Precinct 1,282
County Road Commissioner (REP),Terry L. Turnwald,,Nottawa Township Precinct 1,170
County Road Commissioner (REP),Write-In (WRITE-IN),,Nottawa Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Rolland Township Precinct 1,113
County Road Commissioner (REP),Terry L. Turnwald,,Rolland Township Precinct 1,91
County Road Commissioner (REP),Write-In (WRITE-IN),,Rolland Township Precinct 1,1
County Road Commissioner (REP),Bill Hauck,,Sherman Township Precinct 1,189
County Road Commissioner (REP),Terry L. Turnwald,,Sherman Township Precinct 1,91
County Road Commissioner (REP),Write-In (WRITE-IN),,Sherman Township Precinct 1,1
County Road Commissioner (REP),Bill Hauck,,Sherman Township Precinct 2,171
County Road Commissioner (REP),Terry L. Turnwald,,Sherman Township Precinct 2,92
County Road Commissioner (REP),Write-In (WRITE-IN),,Sherman Township Precinct 2,1
County Road Commissioner (REP),Bill Hauck,,Union Charter Township Precinct 1,255
County Road Commissioner (REP),Terry L. Turnwald,,Union Charter Township Precinct 1,167
County Road Commissioner (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 1,1
County Road Commissioner (REP),Bill Hauck,,Union Charter Township Precinct 2,170
County Road Commissioner (REP),Terry L. Turnwald,,Union Charter Township Precinct 2,105
County Road Commissioner (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,1
County Road Commissioner (REP),Bill Hauck,,Union Charter Township Precinct 3,186
County Road Commissioner (REP),Terry L. Turnwald,,Union Charter Township Precinct 3,106
County Road Commissioner (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,0
County Road Commissioner (REP),Bill Hauck,,Vernon Township Precinct 1,161
County Road Commissioner (REP),Terry L. Turnwald,,Vernon Township Precinct 1,115
County Road Commissioner (REP),Write-In (WRITE-IN),,Vernon Township Precinct 1,0
County Road Commissioner (REP),Bill Hauck,,Wise Township Precinct 1,144
County Road Commissioner (REP),Terry L. Turnwald,,Wise Township Precinct 1,78
County Road Commissioner (REP),Write-In (WRITE-IN),,Wise Township Precinct 1,1
County Commissioner 5th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,21
County Commissioner 5th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,8
County Commissioner 5th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,30
Precinct Delegate for City of Mt. Pleasant  Precinct 1 (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 1,38
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Broomfield Township Precinct 1,185
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Broomfield Township Precinct 1,185
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Chippewa Township Precinct 1,205
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Chippewa Township Precinct 1,162
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Chippewa Township Precinct 2,107
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Chippewa Township Precinct 2,117
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Clare Precinct 1,3
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Clare Precinct 1,3
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Mt. Pleasant Precinct 1,211
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Mt. Pleasant Precinct 1,119
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Mt. Pleasant Precinct 2,279
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Mt. Pleasant Precinct 2,112
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Mt. Pleasant Precinct 3,440
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Mt. Pleasant Precinct 3,239
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Mt. Pleasant Precinct 4,264
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Mt. Pleasant Precinct 4,90
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,City of Mt. Pleasant Precinct 5,322
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,City of Mt. Pleasant Precinct 5,111
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Coe Township Precinct 1,193
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Coe Township Precinct 1,161
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Coe Township Precinct 2,155
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Coe Township Precinct 2,133
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Coldwater Township Precinct 1,64
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Coldwater Township Precinct 1,91
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Deerfield Township Precinct 1,249
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Deerfield Township Precinct 1,232
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Deerfield Township Precinct 2,150
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Deerfield Township Precinct 2,120
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Denver Township Precinct 1,80
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Denver Township Precinct 1,96
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Fremont Township Precinct 1,135
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Fremont Township Precinct 1,127
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Gilmore Township Precinct 1,144
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Gilmore Township Precinct 1,172
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Isabella Township Precinct 1,213
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Isabella Township Precinct 1,181
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Lincoln Township Precinct 1,220
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Lincoln Township Precinct 1,214
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Nottawa Township Precinct 1,242
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Nottawa Township Precinct 1,172
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Rolland Township Precinct 1,93
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Rolland Township Precinct 1,133
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Sherman Township Precinct 1,153
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Sherman Township Precinct 1,145
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Sherman Township Precinct 2,146
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Sherman Township Precinct 2,123
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Union Charter Township Precinct 1,276
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Union Charter Township Precinct 1,209
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Union Charter Township Precinct 2,250
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Union Charter Township Precinct 2,149
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Union Charter Township Precinct 3,243
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Union Charter Township Precinct 3,137
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Vernon Township Precinct 1,124
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Vernon Township Precinct 1,130
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,Yes,,Wise Township Precinct 1,106
Isabella County Medical Care Facility Operations  Maintenance  and capital Millage,No,,Wise Township Precinct 1,151
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (DEM),Bob Busch,,City of Mt. Pleasant Precinct 2,221
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (DEM),Elizabeth Busch,,City of Mt. Pleasant Precinct 2,244
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (DEM),Seally Busch,,City of Mt. Pleasant Precinct 2,207
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (DEM),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,22
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (REP),Russell D. Hyde,,City of Mt. Pleasant Precinct 2,73
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (REP),Robin Stressman,,City of Mt. Pleasant Precinct 2,102
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (REP),Steven M. Stressman,,City of Mt. Pleasant Precinct 2,82
Precinct Delegate for City of Mt. Pleasant  Precinct 2 (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 2,1
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (DEM),Ed Vazquez,,City of Mt. Pleasant Precinct 3,232
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (DEM),Pat Heitman,,City of Mt. Pleasant Precinct 3,239
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (DEM),Mary L. Alsager,,City of Mt. Pleasant Precinct 3,277
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (DEM),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,2
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (REP),Dawn L. Betha,,City of Mt. Pleasant Precinct 3,139
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (REP),Douglas Davis  Jr.,,City of Mt. Pleasant Precinct 3,144
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (REP),Amy M. Ervin,,City of Mt. Pleasant Precinct 3,204
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (REP),Erin Zimmer,,City of Mt. Pleasant Precinct 3,242
Precinct Delegate for City of Mt. Pleasant  Precinct 3 (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 3,5
County Commissioner 6th District (DEM),Steve Swaney,,City of Mt. Pleasant Precinct 4,185
County Commissioner 6th District (DEM),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,0
County Commissioner 6th District (DEM),Steve Swaney,,Union Charter Township Precinct 2,193
County Commissioner 6th District (DEM),Write-In (WRITE-IN),,Union Charter Township Precinct 2,1
County Commissioner 6th District (DEM),Steve Swaney,,Union Charter Township Precinct 3,14
County Commissioner 6th District (DEM),Write-In (WRITE-IN),,Union Charter Township Precinct 3,0
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (DEM),Joshua Adams,,City of Mt. Pleasant Precinct 4,149
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (DEM),Anthony D. Feig,,City of Mt. Pleasant Precinct 4,165
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (DEM),Cathy Willermet,,City of Mt. Pleasant Precinct 4,162
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (DEM),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,0
County Commissioner 6th District (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,11
County Commissioner 6th District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 2,19
County Commissioner 6th District (REP),Write-In (WRITE-IN),,Union Charter Township Precinct 3,1
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (REP),Diane Anderman,,City of Mt. Pleasant Precinct 4,103
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (REP),Brian Rush,,City of Mt. Pleasant Precinct 4,124
Precinct Delegate for City of Mt. Pleasant  Precinct 4 (REP),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 4,7
County Commissioner 7th District (DEM),Tobin D. Hope,,City of Mt. Pleasant Precinct 5,243
County Commissioner 7th District (DEM),Write-In (WRITE-IN),,City of Mt. Pleasant Precinct 5,1
Precinct Delegate for City of Mt. Pleasant  Precinct 5 (DEM),Joyce A. Baugh,,City of Mt. Pleasant Precinct 5,210
Precinct Delegate for City of Mt. Pleasant  Precinct 5 (DEM),Timothy Caldwell,,City of Mt. Pleasant Precinct 5,192
Precinct Delegate for City of Mt. Pleasant  Precinct 5 (DEM),Edward W. Clayton,,City of Mt. Pleasant Precinct 5,189
Precinct Delegate for City of Mt. Pleasant  Precinct 5 (DEM),Barbara Dixon,,City of Mt. Pleasant Precinct 5,213
