Contest,Ballot Item ID,Precinct,Candidate/Choice,Party,Total Votes
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Midland Township Precinct 1,Gaye Terwillegar,Republican,314
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Midland Township Precinct 1,Write-In,Republican,4
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Mt. Haley Township Precinct 1,Gaye Terwillegar,Republican,246
County Commissioner 4th District (REP),01000000-263e-b21a-ca82-08dd2376bd6e,Mt. Haley Township Precinct 1,Write-In,Republican,6
Precinct Delegate for Warren Township  Precinct 1 (DEM),01000000-263e-b21a-e598-08dd2376be6f,Warren Township Precinct 1,Write-In,Democrat,22
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Greendale Township Precinct 1,Yes,,1
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Greendale Township Precinct 1,No,,0
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Jasper Township Precinct 1,Yes,,48
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Jasper Township Precinct 1,No,,44
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Lee Township Precinct 2,Yes,,54
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Lee Township Precinct 2,No,,31
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Mt. Haley Township Precinct 1,Yes,,26
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Mt. Haley Township Precinct 1,No,,6
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Porter Township Precinct 1,Yes,,133
Breckenridge Community Schools Operating Millage Renewal Proposal,01000000-263e-b21a-4968-08dd2376bdeb,Porter Township Precinct 1,No,,93
Precinct Delegate for Midland Township  Precinct 1 (REP),01000000-263e-b21a-8baf-08dd2376be58,Midland Township Precinct 1,Wendy Brand,Republican,180
Precinct Delegate for Midland Township  Precinct 1 (REP),01000000-263e-b21a-8baf-08dd2376be58,Midland Township Precinct 1,Patricia A. Hartnagle,Republican,216
Precinct Delegate for Midland Township  Precinct 1 (REP),01000000-263e-b21a-8baf-08dd2376be58,Midland Township Precinct 1,Diane M. Popp,Republican,161
Precinct Delegate for Midland Township  Precinct 1 (REP),01000000-263e-b21a-8baf-08dd2376be58,Midland Township Precinct 1,Write-In,Republican,9
Precinct Delegate for City of Midland  Precinct 4B (DEM),01000000-263e-b21a-5e92-08dd2376bd80,City of Midland Precinct 4B,Write-In,Democrat,0
Precinct Delegate for City of Midland  Precinct 6 (DEM),01000000-263e-b21a-74d1-08dd2376bd92,City of Midland Precinct 6,Write-In,Democrat,5
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Melissa J. Anderson,Republican,196
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Carter Houtman,Republican,197
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,James Lloyd Ives,Republican,169
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Deborah S. Moore,Republican,185
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Jeanette M. Snyder,Republican,224
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Steve Snyder,Republican,206
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Diana S. Treadway,Republican,173
Precinct Delegate for Edenville Township  Precinct 1 (REP),01000000-263e-b21a-76a1-08dd2376bdd8,Edenville Township Precinct 1,Write-In,Republican,9
Precinct Delegate for City of Midland  Precinct 5 (DEM),01000000-263e-b21a-07ba-08dd2376bd8c,City of Midland Precinct 5,Write-In,Democrat,1
Precinct Delegate for Ingersoll Township  Precinct 2 (REP),01000000-263e-b21a-d329-08dd2376be17,Ingersoll Township Precinct 2,Donald Terwillegar,Republican,121
Precinct Delegate for Ingersoll Township  Precinct 2 (REP),01000000-263e-b21a-d329-08dd2376be17,Ingersoll Township Precinct 2,Gaye Terwillegar,Republican,108
Precinct Delegate for Ingersoll Township  Precinct 2 (REP),01000000-263e-b21a-d329-08dd2376be17,Ingersoll Township Precinct 2,Jacob Terwillegar,Republican,117
Precinct Delegate for Ingersoll Township  Precinct 2 (REP),01000000-263e-b21a-d329-08dd2376be17,Ingersoll Township Precinct 2,Write-In,Republican,1
Precinct Delegate for City of Midland  Precinct 3 (DEM),01000000-263e-b21a-b9dc-08dd2376bd72,City of Midland Precinct 3,Write-In,Democrat,9
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,City of Coleman Precinct 1,John Moolenaar,Republican,136
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,City of Coleman Precinct 1,Thomas J. Norton,Republican,25
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,City of Coleman Precinct 1,Write-In,Republican,0
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Edenville Township Precinct 1,John Moolenaar,Republican,385
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Edenville Township Precinct 1,Thomas J. Norton,Republican,103
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Edenville Township Precinct 1,Write-In,Republican,0
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Geneva Township Precinct 1,John Moolenaar,Republican,174
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Geneva Township Precinct 1,Thomas J. Norton,Republican,46
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Geneva Township Precinct 1,Write-In,Republican,1
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Greendale Township Precinct 1,John Moolenaar,Republican,197
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Greendale Township Precinct 1,Thomas J. Norton,Republican,87
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Greendale Township Precinct 1,Write-In,Republican,0
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Jasper Township Precinct 1,John Moolenaar,Republican,123
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Jasper Township Precinct 1,Thomas J. Norton,Republican,37
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Jasper Township Precinct 1,Write-In,Republican,0
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Warren Township Precinct 1,John Moolenaar,Republican,286
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Warren Township Precinct 1,Thomas J. Norton,Republican,102
Representative in Congress 2nd District (REP),01000000-263e-b21a-c9f6-08dd2376bd3b,Warren Township Precinct 1,Write-In,Republican,1
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 1,Daniel T. Kildee,Democrat,175
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 1,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 2,Daniel T. Kildee,Democrat,139
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 2,Write-In,Democrat,1
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 3,Daniel T. Kildee,Democrat,106
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 3,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 4A,Daniel T. Kildee,Democrat,58
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 4A,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 4B,Daniel T. Kildee,Democrat,5
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 4B,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 5,Daniel T. Kildee,Democrat,72
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 5,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 6,Daniel T. Kildee,Democrat,74
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 6,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 7,Daniel T. Kildee,Democrat,221
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 7,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 8,Daniel T. Kildee,Democrat,149
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 8,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 9,Daniel T. Kildee,Democrat,167
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 9,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 10,Daniel T. Kildee,Democrat,184
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 10,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 11,Daniel T. Kildee,Democrat,170
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 11,Write-In,Democrat,1
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 12,Daniel T. Kildee,Democrat,69
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 12,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 13,Daniel T. Kildee,Democrat,229
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 13,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 14,Daniel T. Kildee,Democrat,180
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 14,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 15,Daniel T. Kildee,Democrat,206
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 15,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 16,Daniel T. Kildee,Democrat,163
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 16,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 17,Daniel T. Kildee,Democrat,146
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 17,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 18,Daniel T. Kildee,Democrat,195
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 18,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 19,Daniel T. Kildee,Democrat,183
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,City of Midland Precinct 19,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 1,Daniel T. Kildee,Democrat,95
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 1,Write-In,Democrat,1
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 2,Daniel T. Kildee,Democrat,66
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 2,Write-In,Democrat,2
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 3,Daniel T. Kildee,Democrat,86
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Homer Township Precinct 3,Write-In,Democrat,1
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Hope Township Precinct 1,Daniel T. Kildee,Democrat,67
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Hope Township Precinct 1,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Ingersoll Township Precinct 1,Daniel T. Kildee,Democrat,76
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Ingersoll Township Precinct 1,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Ingersoll Township Precinct 2,Daniel T. Kildee,Democrat,63
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Ingersoll Township Precinct 2,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Jerome Township Precinct 1,Daniel T. Kildee,Democrat,142
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Jerome Township Precinct 1,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Jerome Township Precinct 2,Daniel T. Kildee,Democrat,119
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Jerome Township Precinct 2,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Larkin Township Precinct 1,Daniel T. Kildee,Democrat,103
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Larkin Township Precinct 1,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Larkin Township Precinct 2,Daniel T. Kildee,Democrat,100
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Larkin Township Precinct 2,Write-In,Democrat,0
Representative in Congress 8th District (DEM),01000000-263e-b21a-7d51-08dd2376bd58,Larkin Township Precinct 3,Daniel T. Kildee,Democrat,100
