Contest,Candidate,Party,Precinct,Votes
United States Senator (DEM),Write-in,DEM,"Bedford Township, Precinct 11",0
United States Senator (DEM),Hill Harper,DEM,"Bedford Township, Precinct 12",33
United States Senator (DEM),Elissa Slotkin,DEM,"Bedford Township, Precinct 12",145
United States Senator (DEM),Write-in,DEM,"Bedford Township, Precinct 12",0
United States Senator (DEM),Hill Harper,DEM,"Bedford Township, Precinct 13",16
United States Senator (DEM),Elissa Slotkin,DEM,"Bedford Township, Precinct 13",135
United States Senator (DEM),Write-in,DEM,"Bedford Township, Precinct 13",1
United States Senator (DEM),Hill Harper,DEM,"Bedford Township, Precinct 14",18
United States Senator (DEM),Elissa Slotkin,DEM,"Bedford Township, Precinct 14",97
United States Senator (DEM),Write-in,DEM,"Bedford Township, Precinct 14",0
United States Senator (DEM),Hill Harper,DEM,"Berlin Township, Precinct 1",19
United States Senator (DEM),Elissa Slotkin,DEM,"Berlin Township, Precinct 1",111
United States Senator (DEM),Write-in,DEM,"Berlin Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Berlin Township, Precinct 2",35
United States Senator (DEM),Elissa Slotkin,DEM,"Berlin Township, Precinct 2",188
United States Senator (DEM),Write-in,DEM,"Berlin Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"Berlin Township, Precinct 3",11
United States Senator (DEM),Elissa Slotkin,DEM,"Berlin Township, Precinct 3",131
United States Senator (DEM),Write-in,DEM,"Berlin Township, Precinct 3",0
United States Senator (DEM),Hill Harper,DEM,"Berlin Township, Precinct 4",21
United States Senator (DEM),Elissa Slotkin,DEM,"Berlin Township, Precinct 4",129
United States Senator (DEM),Write-in,DEM,"Berlin Township, Precinct 4",2
United States Senator (DEM),Hill Harper,DEM,"Dundee Township, Precinct 1",19
United States Senator (DEM),Elissa Slotkin,DEM,"Dundee Township, Precinct 1",96
United States Senator (DEM),Write-in,DEM,"Dundee Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Dundee Township, Precinct 2",24
United States Senator (DEM),Elissa Slotkin,DEM,"Dundee Township, Precinct 2",148
United States Senator (DEM),Write-in,DEM,"Dundee Township, Precinct 2",1
United States Senator (DEM),Hill Harper,DEM,"Dundee Township, Precinct 3",18
United States Senator (DEM),Elissa Slotkin,DEM,"Dundee Township, Precinct 3",174
United States Senator (DEM),Write-in,DEM,"Dundee Township, Precinct 3",0
United States Senator (DEM),Hill Harper,DEM,"Erie Township, Precinct 1",33
United States Senator (DEM),Elissa Slotkin,DEM,"Erie Township, Precinct 1",171
United States Senator (DEM),Write-in,DEM,"Erie Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Exeter Township, Precinct 1",17
United States Senator (DEM),Elissa Slotkin,DEM,"Exeter Township, Precinct 1",93
United States Senator (DEM),Write-in,DEM,"Exeter Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Exeter Township, Precinct 2",35
United States Senator (DEM),Elissa Slotkin,DEM,"Exeter Township, Precinct 2",130
United States Senator (DEM),Write-in,DEM,"Exeter Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 1",1
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 1",52
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 2",11
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 2",80
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 3",8
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 3",87
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 3",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 4",24
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 4",160
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 4",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 5",10
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 5",87
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 5",1
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 6",27
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 6",114
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 6",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 7",22
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 7",198
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 7",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 8",16
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 8",77
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 8",0
United States Senator (DEM),Hill Harper,DEM,"Frenchtown Township, Precinct 9",17
United States Senator (DEM),Elissa Slotkin,DEM,"Frenchtown Township, Precinct 9",109
United States Senator (DEM),Write-in,DEM,"Frenchtown Township, Precinct 9",0
United States Senator (DEM),Hill Harper,DEM,"Ida Township, Precinct 1",26
United States Senator (DEM),Elissa Slotkin,DEM,"Ida Township, Precinct 1",107
United States Senator (DEM),Write-in,DEM,"Ida Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Ida Township, Precinct 2",7
United States Senator (DEM),Elissa Slotkin,DEM,"Ida Township, Precinct 2",136
United States Senator (DEM),Write-in,DEM,"Ida Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"La Salle Township, Precinct 1",14
United States Senator (DEM),Elissa Slotkin,DEM,"La Salle Township, Precinct 1",93
United States Senator (DEM),Write-in,DEM,"La Salle Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"La Salle Township, Precinct 2",10
United States Senator (DEM),Elissa Slotkin,DEM,"La Salle Township, Precinct 2",149
United States Senator (DEM),Write-in,DEM,"La Salle Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"London Township, Precinct 1",43
United States Senator (DEM),Elissa Slotkin,DEM,"London Township, Precinct 1",127
United States Senator (DEM),Write-in,DEM,"London Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Milan Township, Precinct 1",7
United States Senator (DEM),Elissa Slotkin,DEM,"Milan Township, Precinct 1",97
United States Senator (DEM),Write-in,DEM,"Milan Township, Precinct 1",1
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 1",20
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 1",114
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 2",12
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 2",55
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 2",1
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 3",13
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 3",86
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 3",1
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 4",14
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 4",139
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 4",0
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 5",27
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 5",173
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 5",0
United States Senator (DEM),Hill Harper,DEM,"Monroe Charter Township, Precinct 6",13
United States Senator (DEM),Elissa Slotkin,DEM,"Monroe Charter Township, Precinct 6",117
United States Senator (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 6",0
United States Senator (DEM),Hill Harper,DEM,"Raisinville Township, Precinct 1",21
United States Senator (DEM),Elissa Slotkin,DEM,"Raisinville Township, Precinct 1",154
United States Senator (DEM),Write-in,DEM,"Raisinville Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Raisinville Township, Precinct 2",16
United States Senator (DEM),Elissa Slotkin,DEM,"Raisinville Township, Precinct 2",226
United States Senator (DEM),Write-in,DEM,"Raisinville Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"Summerfield Township, Precinct 1",19
United States Senator (DEM),Elissa Slotkin,DEM,"Summerfield Township, Precinct 1",125
United States Senator (DEM),Write-in,DEM,"Summerfield Township, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"Whiteford Township, Precinct 1",19
United States Senator (DEM),Elissa Slotkin,DEM,"Whiteford Township, Precinct 1",95
United States Senator (DEM),Write-in,DEM,"Whiteford Township, Precinct 1",1
United States Senator (DEM),Hill Harper,DEM,"Whiteford Township, Precinct 2",12
United States Senator (DEM),Elissa Slotkin,DEM,"Whiteford Township, Precinct 2",57
United States Senator (DEM),Write-in,DEM,"Whiteford Township, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"City of Luna Pier, Precinct 1",10
United States Senator (DEM),Elissa Slotkin,DEM,"City of Luna Pier, Precinct 1",95
United States Senator (DEM),Write-in,DEM,"City of Luna Pier, Precinct 1",1
United States Senator (DEM),Hill Harper,DEM,"City of Milan, Precinct 1",29
United States Senator (DEM),Elissa Slotkin,DEM,"City of Milan, Precinct 1",138
United States Senator (DEM),Write-in,DEM,"City of Milan, Precinct 1",0
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 1",36
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 1",184
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 1",1
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 2",40
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 2",122
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 2",0
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 3N",22
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 3N",71
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 3N",2
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 3S",27
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 3S",48
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 3S",0
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 4",31
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 4",236
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 4",0
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 5",39
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 5",327
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 5",0
United States Senator (DEM),Hill Harper,DEM,"City of Monroe, Precinct 6",22
United States Senator (DEM),Elissa Slotkin,DEM,"City of Monroe, Precinct 6",172
United States Senator (DEM),Write-in,DEM,"City of Monroe, Precinct 6",0
United States Senator (DEM),Hill Harper,DEM,"City of Petersburg, Precinct 1",18
United States Senator (DEM),Elissa Slotkin,DEM,"City of Petersburg, Precinct 1",59
United States Senator (DEM),Write-in,DEM,"City of Petersburg, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Ash Township, Precinct 1",146
Representative in Congress 5th District (DEM),Write-in,DEM,"Ash Township, Precinct 1",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Ash Township, Precinct 2",205
Representative in Congress 5th District (DEM),Write-in,DEM,"Ash Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Ash Township, Precinct 3",126
Representative in Congress 5th District (DEM),Write-in,DEM,"Ash Township, Precinct 3",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 1",63
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 1",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 2",124
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 3",92
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 3",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 4",184
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 4",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 5",144
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 5",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 6",184
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 6",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 7",141
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 7",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 8",175
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 8",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 9",105
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 9",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 10",96
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 10",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 11",118
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 11",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 12",161
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 12",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 13",142
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 13",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Bedford Township, Precinct 14",107
Representative in Congress 5th District (DEM),Write-in,DEM,"Bedford Township, Precinct 14",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Berlin Township, Precinct 1",123
Representative in Congress 5th District (DEM),Write-in,DEM,"Berlin Township, Precinct 1",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Berlin Township, Precinct 2",200
Representative in Congress 5th District (DEM),Write-in,DEM,"Berlin Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Berlin Township, Precinct 3",120
Representative in Congress 5th District (DEM),Write-in,DEM,"Berlin Township, Precinct 3",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Berlin Township, Precinct 4",135
Representative in Congress 5th District (DEM),Write-in,DEM,"Berlin Township, Precinct 4",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Dundee Township, Precinct 1",106
Representative in Congress 5th District (DEM),Write-in,DEM,"Dundee Township, Precinct 1",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Dundee Township, Precinct 2",160
Representative in Congress 5th District (DEM),Write-in,DEM,"Dundee Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Dundee Township, Precinct 3",178
Representative in Congress 5th District (DEM),Write-in,DEM,"Dundee Township, Precinct 3",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Erie Township, Precinct 1",194
Representative in Congress 5th District (DEM),Write-in,DEM,"Erie Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Exeter Township, Precinct 1",91
Representative in Congress 5th District (DEM),Write-in,DEM,"Exeter Township, Precinct 1",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Exeter Township, Precinct 2",135
Representative in Congress 5th District (DEM),Write-in,DEM,"Exeter Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 1",48
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 2",81
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 3",81
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 3",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 4",169
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 4",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 5",85
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 5",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 6",125
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 6",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 7",202
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 7",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 8",79
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 8",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Frenchtown Township, Precinct 9",113
Representative in Congress 5th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 9",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Ida Township, Precinct 1",120
Representative in Congress 5th District (DEM),Write-in,DEM,"Ida Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Ida Township, Precinct 2",125
Representative in Congress 5th District (DEM),Write-in,DEM,"Ida Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"La Salle Township, Precinct 1",98
Representative in Congress 5th District (DEM),Write-in,DEM,"La Salle Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"La Salle Township, Precinct 2",140
Representative in Congress 5th District (DEM),Write-in,DEM,"La Salle Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"London Township, Precinct 1",149
Representative in Congress 5th District (DEM),Write-in,DEM,"London Township, Precinct 1",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Milan Township, Precinct 1",87
Representative in Congress 5th District (DEM),Write-in,DEM,"Milan Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 1",122
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 2",63
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 3",86
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 3",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 4",143
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 4",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 5",176
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 5",2
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Monroe Charter Township, Precinct 6",116
Representative in Congress 5th District (DEM),Write-in,DEM,"Monroe Charter Township, Precinct 6",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Raisinville Township, Precinct 1",158
Representative in Congress 5th District (DEM),Write-in,DEM,"Raisinville Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Raisinville Township, Precinct 2",222
Representative in Congress 5th District (DEM),Write-in,DEM,"Raisinville Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Summerfield Township, Precinct 1",130
Representative in Congress 5th District (DEM),Write-in,DEM,"Summerfield Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Whiteford Township, Precinct 1",107
Representative in Congress 5th District (DEM),Write-in,DEM,"Whiteford Township, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"Whiteford Township, Precinct 2",59
Representative in Congress 5th District (DEM),Write-in,DEM,"Whiteford Township, Precinct 2",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Luna Pier, Precinct 1",96
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Luna Pier, Precinct 1",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 1",198
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 1",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 2",143
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 2",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 3N",85
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 3N",3
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 3S",63
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 3S",1
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 4",250
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 4",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 5",338
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 5",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Monroe, Precinct 6",175
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Monroe, Precinct 6",0
Representative in Congress 5th District (DEM),Libbi Urban,DEM,"City of Petersburg, Precinct 1",72
Representative in Congress 5th District (DEM),Write-in,DEM,"City of Petersburg, Precinct 1",0
Representative in Congress 6th District (DEM),Debbie Dingell,DEM,"City of Milan, Precinct 1",168
Representative in Congress 6th District (DEM),Write-in,DEM,"City of Milan, Precinct 1",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Berlin Township, Precinct 1",123
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Berlin Township, Precinct 1",1
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Berlin Township, Precinct 2",195
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Berlin Township, Precinct 2",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Berlin Township, Precinct 3",127
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Berlin Township, Precinct 3",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Berlin Township, Precinct 4",137
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Berlin Township, Precinct 4",2
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Frenchtown Township, Precinct 2",82
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 2",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Frenchtown Township, Precinct 3",77
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 3",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Frenchtown Township, Precinct 5",84
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 5",0
Representative in State Legislature 28th District (DEM),Janise O'Neil Robinson,DEM,"Frenchtown Township, Precinct 8",77
Representative in State Legislature 28th District (DEM),Write-in,DEM,"Frenchtown Township, Precinct 8",0
Representative in State Legislature 29th District (DEM),Kyle Wright,DEM,"Ash Township, Precinct 1",151
Representative in State Legislature 29th District (DEM),Write-in,DEM,"Ash Township, Precinct 1",1
Representative in State Legislature 29th District (DEM),Kyle Wright,DEM,"Ash Township, Precinct 2",204
Representative in State Legislature 29th District (DEM),Write-in,DEM,"Ash Township, Precinct 2",0
Representative in State Legislature 29th District (DEM),Kyle Wright,DEM,"Ash Township, Precinct 3",126
Representative in State Legislature 29th District (DEM),Write-in,DEM,"Ash Township, Precinct 3",0
