Contest,Candidate,Party,Precinct,Votes
Midland County Drain Commissioner (REP),Joe Sova,REP,"Homer Township, Precinct 3",115
Midland County Drain Commissioner (REP),Write-in,REP,"Homer Township, Precinct 3",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Hope Township, Precinct 1",70
Midland County Drain Commissioner (REP),Joe Sova,REP,"Hope Township, Precinct 1",193
Midland County Drain Commissioner (REP),Write-in,REP,"Hope Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Ingersoll Township, Precinct 1",60
Midland County Drain Commissioner (REP),Joe Sova,REP,"Ingersoll Township, Precinct 1",113
Midland County Drain Commissioner (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Ingersoll Township, Precinct 2",47
Midland County Drain Commissioner (REP),Joe Sova,REP,"Ingersoll Township, Precinct 2",72
Midland County Drain Commissioner (REP),Write-in,REP,"Ingersoll Township, Precinct 2",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Jasper Township, Precinct 1",103
Midland County Drain Commissioner (REP),Joe Sova,REP,"Jasper Township, Precinct 1",93
Midland County Drain Commissioner (REP),Write-in,REP,"Jasper Township, Precinct 1",4
Midland County Drain Commissioner (REP),Tom McCann,REP,"Jerome Township, Precinct 1",93
Midland County Drain Commissioner (REP),Joe Sova,REP,"Jerome Township, Precinct 1",230
Midland County Drain Commissioner (REP),Write-in,REP,"Jerome Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Jerome Township, Precinct 2",119
Midland County Drain Commissioner (REP),Joe Sova,REP,"Jerome Township, Precinct 2",212
Midland County Drain Commissioner (REP),Write-in,REP,"Jerome Township, Precinct 2",2
Midland County Drain Commissioner (REP),Tom McCann,REP,"Larkin Township, Precinct 1",78
Midland County Drain Commissioner (REP),Joe Sova,REP,"Larkin Township, Precinct 1",211
Midland County Drain Commissioner (REP),Write-in,REP,"Larkin Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Larkin Township, Precinct 2",73
Midland County Drain Commissioner (REP),Joe Sova,REP,"Larkin Township, Precinct 2",177
Midland County Drain Commissioner (REP),Write-in,REP,"Larkin Township, Precinct 2",2
Midland County Drain Commissioner (REP),Tom McCann,REP,"Larkin Township, Precinct 3",55
Midland County Drain Commissioner (REP),Joe Sova,REP,"Larkin Township, Precinct 3",140
Midland County Drain Commissioner (REP),Write-in,REP,"Larkin Township, Precinct 3",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Lee Township, Precinct 1",99
Midland County Drain Commissioner (REP),Joe Sova,REP,"Lee Township, Precinct 1",104
Midland County Drain Commissioner (REP),Write-in,REP,"Lee Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Lee Township, Precinct 2",84
Midland County Drain Commissioner (REP),Joe Sova,REP,"Lee Township, Precinct 2",119
Midland County Drain Commissioner (REP),Write-in,REP,"Lee Township, Precinct 2",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Lincoln Township, Precinct 1",116
Midland County Drain Commissioner (REP),Joe Sova,REP,"Lincoln Township, Precinct 1",272
Midland County Drain Commissioner (REP),Write-in,REP,"Lincoln Township, Precinct 1",3
Midland County Drain Commissioner (REP),Tom McCann,REP,"Midland Township, Precinct 1",78
Midland County Drain Commissioner (REP),Joe Sova,REP,"Midland Township, Precinct 1",156
Midland County Drain Commissioner (REP),Write-in,REP,"Midland Township, Precinct 1",1
Midland County Drain Commissioner (REP),Tom McCann,REP,"Mills Township, Precinct 1",65
Midland County Drain Commissioner (REP),Joe Sova,REP,"Mills Township, Precinct 1",179
Midland County Drain Commissioner (REP),Write-in,REP,"Mills Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Mt. Haley Township, Precinct 1",78
Midland County Drain Commissioner (REP),Joe Sova,REP,"Mt. Haley Township, Precinct 1",89
Midland County Drain Commissioner (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Porter Township, Precinct 1",79
Midland County Drain Commissioner (REP),Joe Sova,REP,"Porter Township, Precinct 1",74
Midland County Drain Commissioner (REP),Write-in,REP,"Porter Township, Precinct 1",0
Midland County Drain Commissioner (REP),Tom McCann,REP,"Warren Township, Precinct 1",138
Midland County Drain Commissioner (REP),Joe Sova,REP,"Warren Township, Precinct 1",145
Midland County Drain Commissioner (REP),Write-in,REP,"Warren Township, Precinct 1",1
Bay County Drain Commissioner (REP),Michael Rivard,REP,"City of Midland, Precinct 2B",8
Bay County Drain Commissioner (REP),Write-in,REP,"City of Midland, Precinct 2B",0
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"City of Coleman, Precinct 1",99
Midland County Commissioner 1st District (REP),Write-in,REP,"City of Coleman, Precinct 1",1
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"Edenville Township, Precinct 1",509
Midland County Commissioner 1st District (REP),Write-in,REP,"Edenville Township, Precinct 1",12
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"Geneva Township, Precinct 1",148
Midland County Commissioner 1st District (REP),Write-in,REP,"Geneva Township, Precinct 1",2
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"Jerome Township, Precinct 1",290
Midland County Commissioner 1st District (REP),Write-in,REP,"Jerome Township, Precinct 1",1
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"Jerome Township, Precinct 2",301
Midland County Commissioner 1st District (REP),Write-in,REP,"Jerome Township, Precinct 2",3
Midland County Commissioner 1st District (REP),Jeanette M. Snyder,REP,"Warren Township, Precinct 1",256
Midland County Commissioner 1st District (REP),Write-in,REP,"Warren Township, Precinct 1",1
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"City of Midland, Precinct 7",99
Midland County Commissioner 2nd District (REP),Write-in,REP,"City of Midland, Precinct 7",0
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Hope Township, Precinct 1",228
Midland County Commissioner 2nd District (REP),Write-in,REP,"Hope Township, Precinct 1",1
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Larkin Township, Precinct 1",246
Midland County Commissioner 2nd District (REP),Write-in,REP,"Larkin Township, Precinct 1",2
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Larkin Township, Precinct 2",212
Midland County Commissioner 2nd District (REP),Write-in,REP,"Larkin Township, Precinct 2",4
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Larkin Township, Precinct 3",174
Midland County Commissioner 2nd District (REP),Write-in,REP,"Larkin Township, Precinct 3",1
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Lincoln Township, Precinct 1",344
Midland County Commissioner 2nd District (REP),Write-in,REP,"Lincoln Township, Precinct 1",2
Midland County Commissioner 2nd District (REP),Mark Bone,REP,"Mills Township, Precinct 1",208
Midland County Commissioner 2nd District (REP),Write-in,REP,"Mills Township, Precinct 1",3
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Greendale Township, Precinct 1",192
Midland County Commissioner 3rd District (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Homer Township, Precinct 1",111
Midland County Commissioner 3rd District (REP),Write-in,REP,"Homer Township, Precinct 1",0
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Homer Township, Precinct 2",121
Midland County Commissioner 3rd District (REP),Write-in,REP,"Homer Township, Precinct 2",1
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Homer Township, Precinct 3",147
Midland County Commissioner 3rd District (REP),Write-in,REP,"Homer Township, Precinct 3",3
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Jasper Township, Precinct 1",176
Midland County Commissioner 3rd District (REP),Write-in,REP,"Jasper Township, Precinct 1",3
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Lee Township, Precinct 1",173
Midland County Commissioner 3rd District (REP),Write-in,REP,"Lee Township, Precinct 1",0
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Lee Township, Precinct 2",179
Midland County Commissioner 3rd District (REP),Write-in,REP,"Lee Township, Precinct 2",1
Midland County Commissioner 3rd District (REP),Larry Schuelke,REP,"Porter Township, Precinct 1",140
Midland County Commissioner 3rd District (REP),Write-in,REP,"Porter Township, Precinct 1",0
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"City of Midland, Precinct 1",92
Midland County Commissioner 4th District (REP),Write-in,REP,"City of Midland, Precinct 1",0
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"City of Midland, Precinct 2A",218
Midland County Commissioner 4th District (REP),Write-in,REP,"City of Midland, Precinct 2A",0
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"Ingersoll Township, Precinct 1",165
Midland County Commissioner 4th District (REP),Write-in,REP,"Ingersoll Township, Precinct 1",1
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"Ingersoll Township, Precinct 2",107
Midland County Commissioner 4th District (REP),Write-in,REP,"Ingersoll Township, Precinct 2",1
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"Midland Township, Precinct 1",239
Midland County Commissioner 4th District (REP),Write-in,REP,"Midland Township, Precinct 1",1
Midland County Commissioner 4th District (REP),Jim Stamas,REP,"Mt. Haley Township, Precinct 1",151
Midland County Commissioner 4th District (REP),Write-in,REP,"Mt. Haley Township, Precinct 1",1
Midland County Commissioner 5th District (REP),Todd M. Gambrell,REP,"City of Midland, Precinct 3",203
Midland County Commissioner 5th District (REP),Write-in,REP,"City of Midland, Precinct 3",1
Midland County Commissioner 5th District (REP),Todd M. Gambrell,REP,"City of Midland, Precinct 5",354
Midland County Commissioner 5th District (REP),Write-in,REP,"City of Midland, Precinct 5",0
Midland County Commissioner 5th District (REP),Todd M. Gambrell,REP,"City of Midland, Precinct 6",379
Midland County Commissioner 5th District (REP),Write-in,REP,"City of Midland, Precinct 6",2
Midland County Commissioner 6th District (REP),Eric A. Dorrien,REP,"City of Midland, Precinct 7",174
Midland County Commissioner 6th District (REP),Rodney Kloha,REP,"City of Midland, Precinct 7",119
Midland County Commissioner 6th District (REP),Write-in,REP,"City of Midland, Precinct 7",0
Midland County Commissioner 6th District (REP),Eric A. Dorrien,REP,"City of Midland, Precinct 8",220
Midland County Commissioner 6th District (REP),Rodney Kloha,REP,"City of Midland, Precinct 8",189
Midland County Commissioner 6th District (REP),Write-in,REP,"City of Midland, Precinct 8",2
Midland County Commissioner 6th District (REP),Eric A. Dorrien,REP,"City of Midland, Precinct 10",249
Midland County Commissioner 6th District (REP),Rodney Kloha,REP,"City of Midland, Precinct 10",184
Midland County Commissioner 6th District (REP),Write-in,REP,"City of Midland, Precinct 10",2
Midland County Commissioner 7th District (REP),John Levy,REP,"City of Midland, Precinct 1",169
Midland County Commissioner 7th District (REP),Write-in,REP,"City of Midland, Precinct 1",1
Midland County Commissioner 7th District (REP),John Levy,REP,"City of Midland, Precinct 3",34
Midland County Commissioner 7th District (REP),Write-in,REP,"City of Midland, Precinct 3",0
Midland County Commissioner 7th District (REP),John Levy,REP,"City of Midland, Precinct 4",300
Midland County Commissioner 7th District (REP),Write-in,REP,"City of Midland, Precinct 4",0
Midland County Commissioner 7th District (REP),John Levy,REP,"City of Midland, Precinct 9",276
Midland County Commissioner 7th District (REP),Write-in,REP,"City of Midland, Precinct 9",1
Bay County Commissioner 1st District (REP),Marie Ann-Fryzel Fox,REP,"City of Midland, Precinct 2B",4
Bay County Commissioner 1st District (REP),Kathy Niemiec,REP,"City of Midland, Precinct 2B",4
Bay County Commissioner 1st District (REP),Write-in,REP,"City of Midland, Precinct 2B",0
Edenville Township Supervisor (REP),Terrance A. Hall Jr.,REP,"Edenville Township, Precinct 1",152
Edenville Township Supervisor (REP),Art Peters,REP,"Edenville Township, Precinct 1",474
Edenville Township Supervisor (REP),Write-in,REP,"Edenville Township, Precinct 1",0
Edenville Township Clerk (REP),Anedra Lewis,REP,"Edenville Township, Precinct 1",173
Edenville Township Clerk (REP),Tamie M. Luty,REP,"Edenville Township, Precinct 1",435
Edenville Township Clerk (REP),Write-in,REP,"Edenville Township, Precinct 1",1
Edenville Township Treasurer (REP),Kimberly Gaskell,REP,"Edenville Township, Precinct 1",275
Edenville Township Treasurer (REP),Kathy Peters,REP,"Edenville Township, Precinct 1",347
Edenville Township Treasurer (REP),Write-in,REP,"Edenville Township, Precinct 1",1
Edenville Township Trustee (REP),Jim Sperling,REP,"Edenville Township, Precinct 1",383
Edenville Township Trustee (REP),Crystal Starkey,REP,"Edenville Township, Precinct 1",408
Edenville Township Trustee (REP),Dennis Trylch,REP,"Edenville Township, Precinct 1",207
Edenville Township Trustee (REP),Write-in,REP,"Edenville Township, Precinct 1",0
Geneva Township Supervisor (REP),Joshua J. Murray,REP,"Geneva Township, Precinct 1",139
Geneva Township Supervisor (REP),Write-in,REP,"Geneva Township, Precinct 1",8
Geneva Township Clerk (REP),Carla J. Murray,REP,"Geneva Township, Precinct 1",141
Geneva Township Clerk (REP),Write-in,REP,"Geneva Township, Precinct 1",4
Geneva Township Treasurer (REP),Nancy J. Robison,REP,"Geneva Township, Precinct 1",145
Geneva Township Treasurer (REP),Write-in,REP,"Geneva Township, Precinct 1",3
Geneva Township Trustee (REP),Neil Berthume,REP,"Geneva Township, Precinct 1",103
Geneva Township Trustee (REP),April Rose Humphrey,REP,"Geneva Township, Precinct 1",68
Geneva Township Trustee (REP),Jeremy D. Longstreth,REP,"Geneva Township, Precinct 1",112
Geneva Township Trustee (REP),Write-in,REP,"Geneva Township, Precinct 1",0
Greendale Township Supervisor (REP),Brian J. Knopp,REP,"Greendale Township, Precinct 1",221
Greendale Township Supervisor (REP),Gavin Salter,REP,"Greendale Township, Precinct 1",22
Greendale Township Supervisor (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Greendale Township Clerk (REP),Ruth L. Knapp,REP,"Greendale Township, Precinct 1",225
Greendale Township Clerk (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Greendale Township Treasurer (REP),Angela Brown,REP,"Greendale Township, Precinct 1",149
Greendale Township Treasurer (REP),Gregory Knopp,REP,"Greendale Township, Precinct 1",89
Greendale Township Treasurer (REP),Write-in,REP,"Greendale Township, Precinct 1",0
Greendale Township Trustee (REP),Julia Ann Beach,REP,"Greendale Township, Precinct 1",126
Greendale Township Trustee (REP),Bridget Elkins,REP,"Greendale Township, Precinct 1",130
Greendale Township Trustee (REP),Letetia Moor,REP,"Greendale Township, Precinct 1",42
Greendale Township Trustee (REP),Barb Rogers,REP,"Greendale Township, Precinct 1",87
Greendale Township Trustee (REP),Write-in,REP,"Greendale Township, Precinct 1",1
Homer Township Supervisor (REP),Write-in,REP,"Homer Township, Precinct 1",9
Homer Township Supervisor (REP),Write-in,REP,"Homer Township, Precinct 2",8
Homer Township Supervisor (REP),Write-in,REP,"Homer Township, Precinct 3",10
Homer Township Clerk (REP),Todd A. Lee,REP,"Homer Township, Precinct 1",126
Homer Township Clerk (REP),Write-in,REP,"Homer Township, Precinct 1",0
Homer Township Clerk (REP),Todd A. Lee,REP,"Homer Township, Precinct 2",125
Homer Township Clerk (REP),Write-in,REP,"Homer Township, Precinct 2",0
Homer Township Clerk (REP),Todd A. Lee,REP,"Homer Township, Precinct 3",169
Homer Township Clerk (REP),Write-in,REP,"Homer Township, Precinct 3",1
