Contest,Candidate,Party,Precinct,Votes
United States Senator for State (DEM),Write-in,DEM,"Sherman Township, Precinct 1",0
United States Senator for State (DEM),Hill Harper,DEM,"Troy Township, Precinct 1",2
United States Senator for State (DEM),Elissa Slotkin,DEM,"Troy Township, Precinct 1",6
United States Senator for State (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
United States Senator for State (DEM),Hill Harper,DEM,"Wilcox Township, Precinct 1",9
United States Senator for State (DEM),Elissa Slotkin,DEM,"Wilcox Township, Precinct 1",32
United States Senator for State (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"City of Fremont, Precinct 1",115
Representative in Congress 2nd District (DEM),Write-in,DEM,"City of Fremont, Precinct 1",1
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"City of Fremont, Precinct 2",93
Representative in Congress 2nd District (DEM),Write-in,DEM,"City of Fremont, Precinct 2",1
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"City of Grant, Precinct 1",17
Representative in Congress 2nd District (DEM),Write-in,DEM,"City of Grant, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"City of Newaygo, Precinct 1",76
Representative in Congress 2nd District (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"City of White Cloud, Precinct 1",34
Representative in Congress 2nd District (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Ashland Township, Precinct 1",68
Representative in Congress 2nd District (DEM),Write-in,DEM,"Ashland Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Barton Township, Precinct 1",13
Representative in Congress 2nd District (DEM),Write-in,DEM,"Barton Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Beaver Township, Precinct 1",17
Representative in Congress 2nd District (DEM),Write-in,DEM,"Beaver Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Big Prairie Township, Precinct 1",94
Representative in Congress 2nd District (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Bridgeton Township, Precinct 1",78
Representative in Congress 2nd District (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Brooks Township, Precinct 1",137
Representative in Congress 2nd District (DEM),Write-in,DEM,"Brooks Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Croton Township, Precinct 1",173
Representative in Congress 2nd District (DEM),Write-in,DEM,"Croton Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Dayton Township, Precinct 1",85
Representative in Congress 2nd District (DEM),Write-in,DEM,"Dayton Township, Precinct 1",2
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Denver Township, Precinct 1",87
Representative in Congress 2nd District (DEM),Write-in,DEM,"Denver Township, Precinct 1",1
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Ensley Township, Precinct 1",76
Representative in Congress 2nd District (DEM),Write-in,DEM,"Ensley Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Everett Township, Precinct 1",87
Representative in Congress 2nd District (DEM),Write-in,DEM,"Everett Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Garfield Township, Precinct 1",71
Representative in Congress 2nd District (DEM),Write-in,DEM,"Garfield Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Goodwell Township, Precinct 1",20
Representative in Congress 2nd District (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Grant Township, Precinct 1",73
Representative in Congress 2nd District (DEM),Write-in,DEM,"Grant Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Home Township, Precinct 1",15
Representative in Congress 2nd District (DEM),Write-in,DEM,"Home Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Lilley Township, Precinct 1",46
Representative in Congress 2nd District (DEM),Write-in,DEM,"Lilley Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Lincoln Township, Precinct 1",60
Representative in Congress 2nd District (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Merrill Township, Precinct 1",45
Representative in Congress 2nd District (DEM),Write-in,DEM,"Merrill Township, Precinct 1",1
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Monroe Township, Precinct 1",15
Representative in Congress 2nd District (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Norwich Township, Precinct 1",30
Representative in Congress 2nd District (DEM),Write-in,DEM,"Norwich Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Sheridan Charter Township, Precinct 1",97
Representative in Congress 2nd District (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Sherman Township, Precinct 1",48
Representative in Congress 2nd District (DEM),Write-in,DEM,"Sherman Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Troy Township, Precinct 1",7
Representative in Congress 2nd District (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Representative in Congress 2nd District (DEM),Michael Lynch,DEM,"Wilcox Township, Precinct 1",38
Representative in Congress 2nd District (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"City of Fremont, Precinct 1",113
Representative in State Legislature 101st District (DEM),Write-in,DEM,"City of Fremont, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"City of Fremont, Precinct 2",89
Representative in State Legislature 101st District (DEM),Write-in,DEM,"City of Fremont, Precinct 2",1
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"City of Grant, Precinct 1",18
Representative in State Legislature 101st District (DEM),Write-in,DEM,"City of Grant, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"City of Newaygo, Precinct 1",76
Representative in State Legislature 101st District (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"City of White Cloud, Precinct 1",31
Representative in State Legislature 101st District (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Ashland Township, Precinct 1",67
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Ashland Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Barton Township, Precinct 1",13
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Barton Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Beaver Township, Precinct 1",16
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Beaver Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Big Prairie Township, Precinct 1",96
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Bridgeton Township, Precinct 1",76
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Brooks Township, Precinct 1",136
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Brooks Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Croton Township, Precinct 1",168
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Croton Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Dayton Township, Precinct 1",86
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Dayton Township, Precinct 1",1
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Denver Township, Precinct 1",86
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Denver Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Ensley Township, Precinct 1",76
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Ensley Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Everett Township, Precinct 1",85
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Everett Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Garfield Township, Precinct 1",71
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Garfield Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Goodwell Township, Precinct 1",20
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Grant Township, Precinct 1",72
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Grant Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Home Township, Precinct 1",15
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Home Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Lilley Township, Precinct 1",46
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Lilley Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Lincoln Township, Precinct 1",60
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Merrill Township, Precinct 1",45
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Merrill Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Monroe Township, Precinct 1",15
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Norwich Township, Precinct 1",30
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Norwich Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Sheridan Charter Township, Precinct 1",93
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Sherman Township, Precinct 1",47
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Sherman Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Troy Township, Precinct 1",6
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Troy Township, Precinct 1",0
Representative in State Legislature 101st District (DEM),Christopher R. Crain,DEM,"Wilcox Township, Precinct 1",36
Representative in State Legislature 101st District (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",0
County Prosecuting Attorney (DEM),Write-in,DEM,"City of Fremont, Precinct 1",13
County Prosecuting Attorney (DEM),Write-in,DEM,"City of Fremont, Precinct 2",8
County Prosecuting Attorney (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Prosecuting Attorney (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",16
County Prosecuting Attorney (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",7
County Prosecuting Attorney (DEM),Write-in,DEM,"Ashland Township, Precinct 1",11
County Prosecuting Attorney (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Prosecuting Attorney (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Prosecuting Attorney (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",16
County Prosecuting Attorney (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",19
County Prosecuting Attorney (DEM),Write-in,DEM,"Brooks Township, Precinct 1",23
County Prosecuting Attorney (DEM),Write-in,DEM,"Croton Township, Precinct 1",28
County Prosecuting Attorney (DEM),Write-in,DEM,"Dayton Township, Precinct 1",10
County Prosecuting Attorney (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Prosecuting Attorney (DEM),Write-in,DEM,"Ensley Township, Precinct 1",8
County Prosecuting Attorney (DEM),Write-in,DEM,"Everett Township, Precinct 1",14
County Prosecuting Attorney (DEM),Write-in,DEM,"Garfield Township, Precinct 1",10
County Prosecuting Attorney (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
County Prosecuting Attorney (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
County Prosecuting Attorney (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Prosecuting Attorney (DEM),Write-in,DEM,"Lilley Township, Precinct 1",7
County Prosecuting Attorney (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",4
County Prosecuting Attorney (DEM),Write-in,DEM,"Merrill Township, Precinct 1",11
County Prosecuting Attorney (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Prosecuting Attorney (DEM),Write-in,DEM,"Norwich Township, Precinct 1",3
County Prosecuting Attorney (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",8
County Prosecuting Attorney (DEM),Write-in,DEM,"Sherman Township, Precinct 1",5
County Prosecuting Attorney (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Prosecuting Attorney (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",6
County Sheriff (DEM),Write-in,DEM,"City of Fremont, Precinct 1",15
County Sheriff (DEM),Write-in,DEM,"City of Fremont, Precinct 2",8
County Sheriff (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Sheriff (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",14
County Sheriff (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Sheriff (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Sheriff (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Sheriff (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Sheriff (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",16
County Sheriff (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",18
County Sheriff (DEM),Write-in,DEM,"Brooks Township, Precinct 1",19
County Sheriff (DEM),Write-in,DEM,"Croton Township, Precinct 1",28
County Sheriff (DEM),Write-in,DEM,"Dayton Township, Precinct 1",8
County Sheriff (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Sheriff (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Sheriff (DEM),Write-in,DEM,"Everett Township, Precinct 1",13
County Sheriff (DEM),Write-in,DEM,"Garfield Township, Precinct 1",10
County Sheriff (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",2
County Sheriff (DEM),Write-in,DEM,"Grant Township, Precinct 1",7
County Sheriff (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Sheriff (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
County Sheriff (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Sheriff (DEM),Write-in,DEM,"Merrill Township, Precinct 1",8
County Sheriff (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Sheriff (DEM),Write-in,DEM,"Norwich Township, Precinct 1",3
County Sheriff (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",10
County Sheriff (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Sheriff (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Sheriff (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",5
County Clerk (DEM),Write-in,DEM,"City of Fremont, Precinct 1",12
County Clerk (DEM),Write-in,DEM,"City of Fremont, Precinct 2",9
County Clerk (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Clerk (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",13
County Clerk (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Clerk (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Clerk (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Clerk (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Clerk (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",16
County Clerk (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",18
County Clerk (DEM),Write-in,DEM,"Brooks Township, Precinct 1",19
County Clerk (DEM),Write-in,DEM,"Croton Township, Precinct 1",27
County Clerk (DEM),Write-in,DEM,"Dayton Township, Precinct 1",8
County Clerk (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Clerk (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Clerk (DEM),Write-in,DEM,"Everett Township, Precinct 1",13
County Clerk (DEM),Write-in,DEM,"Garfield Township, Precinct 1",10
County Clerk (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
County Clerk (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
County Clerk (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Clerk (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
County Clerk (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Clerk (DEM),Write-in,DEM,"Merrill Township, Precinct 1",8
County Clerk (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Clerk (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
County Clerk (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",6
County Clerk (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Clerk (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Clerk (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",6
County Treasurer (DEM),Write-in,DEM,"City of Fremont, Precinct 1",12
County Treasurer (DEM),Write-in,DEM,"City of Fremont, Precinct 2",8
County Treasurer (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Treasurer (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",14
County Treasurer (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Treasurer (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Treasurer (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Treasurer (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Treasurer (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",15
County Treasurer (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",18
County Treasurer (DEM),Write-in,DEM,"Brooks Township, Precinct 1",19
County Treasurer (DEM),Write-in,DEM,"Croton Township, Precinct 1",27
County Treasurer (DEM),Write-in,DEM,"Dayton Township, Precinct 1",8
County Treasurer (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Treasurer (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Treasurer (DEM),Write-in,DEM,"Everett Township, Precinct 1",13
County Treasurer (DEM),Write-in,DEM,"Garfield Township, Precinct 1",10
County Treasurer (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
County Treasurer (DEM),Write-in,DEM,"Grant Township, Precinct 1",8
County Treasurer (DEM),Write-in,DEM,"Home Township, Precinct 1",3
County Treasurer (DEM),Write-in,DEM,"Lilley Township, Precinct 1",6
County Treasurer (DEM),Write-in,DEM,"Lincoln Township, Precinct 1",3
County Treasurer (DEM),Write-in,DEM,"Merrill Township, Precinct 1",8
County Treasurer (DEM),Write-in,DEM,"Monroe Township, Precinct 1",0
County Treasurer (DEM),Write-in,DEM,"Norwich Township, Precinct 1",2
County Treasurer (DEM),Write-in,DEM,"Sheridan Charter Township, Precinct 1",6
County Treasurer (DEM),Write-in,DEM,"Sherman Township, Precinct 1",3
County Treasurer (DEM),Write-in,DEM,"Troy Township, Precinct 1",1
County Treasurer (DEM),Write-in,DEM,"Wilcox Township, Precinct 1",5
County Register of Deeds (DEM),Write-in,DEM,"City of Fremont, Precinct 1",13
County Register of Deeds (DEM),Write-in,DEM,"City of Fremont, Precinct 2",8
County Register of Deeds (DEM),Write-in,DEM,"City of Grant, Precinct 1",5
County Register of Deeds (DEM),Write-in,DEM,"City of Newaygo, Precinct 1",14
County Register of Deeds (DEM),Write-in,DEM,"City of White Cloud, Precinct 1",5
County Register of Deeds (DEM),Write-in,DEM,"Ashland Township, Precinct 1",9
County Register of Deeds (DEM),Write-in,DEM,"Barton Township, Precinct 1",1
County Register of Deeds (DEM),Write-in,DEM,"Beaver Township, Precinct 1",2
County Register of Deeds (DEM),Write-in,DEM,"Big Prairie Township, Precinct 1",16
County Register of Deeds (DEM),Write-in,DEM,"Bridgeton Township, Precinct 1",18
County Register of Deeds (DEM),Write-in,DEM,"Brooks Township, Precinct 1",23
County Register of Deeds (DEM),Write-in,DEM,"Croton Township, Precinct 1",26
County Register of Deeds (DEM),Write-in,DEM,"Dayton Township, Precinct 1",8
County Register of Deeds (DEM),Write-in,DEM,"Denver Township, Precinct 1",14
County Register of Deeds (DEM),Write-in,DEM,"Ensley Township, Precinct 1",7
County Register of Deeds (DEM),Write-in,DEM,"Everett Township, Precinct 1",13
County Register of Deeds (DEM),Write-in,DEM,"Garfield Township, Precinct 1",10
County Register of Deeds (DEM),Write-in,DEM,"Goodwell Township, Precinct 1",1
